Ramp 10.00 øC/min to 260.00 øC,,
Time,Temperature,Heat Flow (Normalized)
min,øC,W/g
13.73,150.74,-0.437
13.73,150.76,-0.437
13.73,150.77,-0.437
13.73,150.79,-0.437
13.73,150.81,-0.437
13.73,150.83,-0.437
13.73,150.84,-0.438
13.74,150.86,-0.438
13.74,150.87,-0.438
13.74,150.89,-0.438
13.74,150.91,-0.438
13.74,150.92,-0.438
13.75,150.94,-0.438
13.75,150.96,-0.438
13.75,150.97,-0.438
13.75,150.99,-0.438
13.75,151.01,-0.438
13.75,151.02,-0.438
13.75,151.04,-0.438
13.76,151.06,-0.438
13.76,151.07,-0.438
13.76,151.09,-0.438
13.76,151.11,-0.438
13.76,151.12,-0.438
13.77,151.14,-0.438
13.77,151.16,-0.438
13.77,151.17,-0.438
13.77,151.19,-0.438
13.77,151.21,-0.438
13.77,151.22,-0.438
13.78,151.24,-0.438
13.78,151.26,-0.438
13.78,151.27,-0.438
13.78,151.29,-0.438
13.78,151.31,-0.438
13.78,151.32,-0.438
13.78,151.34,-0.438
13.79,151.36,-0.438
13.79,151.37,-0.438
13.79,151.39,-0.438
13.79,151.41,-0.438
13.79,151.42,-0.438
13.8,151.44,-0.438
13.8,151.46,-0.438
13.8,151.47,-0.438
13.8,151.49,-0.438
13.8,151.51,-0.438
13.8,151.52,-0.438
13.8,151.54,-0.438
13.81,151.56,-0.438
13.81,151.57,-0.438
13.81,151.59,-0.438
13.81,151.61,-0.438
13.81,151.62,-0.438
13.82,151.64,-0.439
13.82,151.66,-0.439
13.82,151.67,-0.439
13.82,151.69,-0.439
13.82,151.71,-0.439
13.82,151.72,-0.439
13.83,151.74,-0.439
13.83,151.76,-0.439
13.83,151.77,-0.439
13.83,151.79,-0.439
13.83,151.81,-0.439
13.83,151.82,-0.439
13.83,151.84,-0.439
13.84,151.86,-0.439
13.84,151.87,-0.439
13.84,151.89,-0.439
13.84,151.91,-0.439
13.84,151.92,-0.439
13.85,151.94,-0.439
13.85,151.96,-0.439
13.85,151.97,-0.439
13.85,151.99,-0.439
13.85,152.01,-0.439
13.85,152.02,-0.439
13.85,152.04,-0.439
13.86,152.06,-0.439
13.86,152.07,-0.439
13.86,152.09,-0.439
13.86,152.11,-0.439
13.86,152.12,-0.439
13.87,152.14,-0.439
13.87,152.16,-0.439
13.87,152.18,-0.439
13.87,152.19,-0.439
13.87,152.21,-0.439
13.87,152.23,-0.439
13.88,152.24,-0.439
13.88,152.26,-0.439
13.88,152.28,-0.439
13.88,152.29,-0.439
13.88,152.31,-0.439
13.88,152.32,-0.439
13.88,152.34,-0.439
13.89,152.36,-0.439
13.89,152.37,-0.439
13.89,152.39,-0.439
13.89,152.41,-0.439
13.89,152.43,-0.439
13.9,152.44,-0.44
13.9,152.46,-0.44
13.9,152.47,-0.44
13.9,152.49,-0.44
13.9,152.51,-0.44
13.9,152.52,-0.44
13.9,152.54,-0.44
13.91,152.56,-0.44
13.91,152.58,-0.44
13.91,152.59,-0.44
13.91,152.61,-0.44
13.91,152.63,-0.44
13.92,152.64,-0.44
13.92,152.66,-0.44
13.92,152.67,-0.44
13.92,152.69,-0.44
13.92,152.71,-0.44
13.92,152.72,-0.44
13.93,152.74,-0.44
13.93,152.76,-0.44
13.93,152.77,-0.44
13.93,152.79,-0.44
13.93,152.81,-0.44
13.93,152.83,-0.44
13.93,152.84,-0.44
13.94,152.86,-0.44
13.94,152.87,-0.44
13.94,152.89,-0.44
13.94,152.91,-0.44
13.94,152.92,-0.44
13.95,152.94,-0.44
13.95,152.96,-0.44
13.95,152.98,-0.44
13.95,152.99,-0.44
13.95,153.01,-0.44
13.95,153.03,-0.44
13.95,153.04,-0.44
13.96,153.06,-0.44
13.96,153.07,-0.44
13.96,153.09,-0.44
13.96,153.11,-0.44
13.96,153.12,-0.44
13.97,153.14,-0.44
13.97,153.16,-0.44
13.97,153.17,-0.44
13.97,153.19,-0.44
13.97,153.21,-0.44
13.97,153.23,-0.44
13.98,153.24,-0.44
13.98,153.26,-0.44
13.98,153.28,-0.441
13.98,153.29,-0.441
13.98,153.31,-0.441
13.98,153.33,-0.441
13.98,153.34,-0.441
13.99,153.36,-0.441
13.99,153.38,-0.441
13.99,153.39,-0.441
13.99,153.41,-0.441
13.99,153.43,-0.441
14,153.44,-0.441
14,153.46,-0.441
14,153.48,-0.441
14,153.49,-0.441
14,153.51,-0.441
14,153.53,-0.441
14,153.54,-0.441
14.01,153.56,-0.441
14.01,153.58,-0.441
14.01,153.59,-0.441
14.01,153.61,-0.441
14.01,153.63,-0.441
14.02,153.64,-0.441
14.02,153.66,-0.441
14.02,153.67,-0.441
14.02,153.69,-0.441
14.02,153.71,-0.441
14.02,153.73,-0.441
14.03,153.74,-0.441
14.03,153.76,-0.441
14.03,153.78,-0.441
14.03,153.79,-0.441
14.03,153.81,-0.441
14.03,153.83,-0.441
14.03,153.84,-0.441
14.04,153.86,-0.441
14.04,153.88,-0.441
14.04,153.89,-0.441
14.04,153.91,-0.441
14.04,153.93,-0.441
14.05,153.94,-0.441
14.05,153.96,-0.441
14.05,153.98,-0.441
14.05,153.99,-0.441
14.05,154.01,-0.441
14.05,154.03,-0.441
14.05,154.04,-0.441
14.06,154.06,-0.441
14.06,154.08,-0.441
14.06,154.09,-0.441
14.06,154.11,-0.441
14.06,154.13,-0.441
14.07,154.14,-0.441
14.07,154.16,-0.441
14.07,154.18,-0.441
14.07,154.19,-0.441
14.07,154.21,-0.441
14.07,154.23,-0.441
14.08,154.24,-0.441
14.08,154.26,-0.441
14.08,154.28,-0.441
14.08,154.29,-0.442
14.08,154.31,-0.442
14.08,154.33,-0.442
14.08,154.34,-0.442
14.09,154.36,-0.442
14.09,154.38,-0.442
14.09,154.39,-0.442
14.09,154.41,-0.442
14.09,154.43,-0.442
14.1,154.44,-0.442
14.1,154.46,-0.442
14.1,154.48,-0.442
14.1,154.49,-0.442
14.1,154.51,-0.442
14.1,154.53,-0.442
14.1,154.54,-0.442
14.11,154.56,-0.442
14.11,154.58,-0.442
14.11,154.59,-0.442
14.11,154.61,-0.442
14.11,154.63,-0.442
14.12,154.64,-0.442
14.12,154.66,-0.442
14.12,154.68,-0.442
14.12,154.69,-0.442
14.12,154.71,-0.442
14.12,154.73,-0.442
14.13,154.74,-0.442
14.13,154.76,-0.442
14.13,154.78,-0.442
14.13,154.79,-0.442
14.13,154.81,-0.442
14.13,154.83,-0.442
14.13,154.84,-0.442
14.14,154.86,-0.442
14.14,154.88,-0.442
14.14,154.89,-0.442
14.14,154.91,-0.442
14.14,154.93,-0.442
14.15,154.94,-0.442
14.15,154.96,-0.442
14.15,154.98,-0.442
14.15,154.99,-0.442
14.15,155.01,-0.442
14.15,155.03,-0.442
14.15,155.04,-0.442
14.16,155.06,-0.442
14.16,155.08,-0.442
14.16,155.09,-0.442
14.16,155.11,-0.442
14.16,155.13,-0.442
14.17,155.14,-0.442
14.17,155.16,-0.442
14.17,155.18,-0.442
14.17,155.19,-0.442
14.17,155.21,-0.442
14.17,155.23,-0.442
14.18,155.24,-0.442
14.18,155.26,-0.442
14.18,155.28,-0.442
14.18,155.29,-0.442
14.18,155.31,-0.442
14.18,155.33,-0.442
14.18,155.34,-0.442
14.19,155.36,-0.442
14.19,155.38,-0.442
14.19,155.39,-0.442
14.19,155.41,-0.442
14.19,155.43,-0.442
14.2,155.44,-0.442
14.2,155.46,-0.442
14.2,155.48,-0.442
14.2,155.49,-0.442
14.2,155.51,-0.442
14.2,155.53,-0.442
14.2,155.54,-0.442
14.21,155.56,-0.442
14.21,155.58,-0.442
14.21,155.59,-0.442
14.21,155.61,-0.442
14.21,155.63,-0.442
14.22,155.64,-0.442
14.22,155.66,-0.442
14.22,155.68,-0.442
14.22,155.69,-0.442
14.22,155.71,-0.442
14.22,155.73,-0.442
14.23,155.74,-0.442
14.23,155.76,-0.442
14.23,155.78,-0.442
14.23,155.79,-0.442
14.23,155.81,-0.442
14.23,155.83,-0.442
14.23,155.84,-0.442
14.24,155.86,-0.442
14.24,155.88,-0.442
14.24,155.89,-0.442
14.24,155.91,-0.442
14.24,155.93,-0.442
14.25,155.94,-0.442
14.25,155.96,-0.442
14.25,155.98,-0.442
14.25,155.99,-0.442
14.25,156.01,-0.442
14.25,156.03,-0.442
14.25,156.04,-0.442
14.26,156.06,-0.442
14.26,156.08,-0.442
14.26,156.09,-0.442
14.26,156.11,-0.442
14.26,156.13,-0.442
14.27,156.14,-0.442
14.27,156.16,-0.442
14.27,156.18,-0.442
14.27,156.19,-0.442
14.27,156.21,-0.442
14.27,156.23,-0.442
14.28,156.24,-0.442
14.28,156.26,-0.442
14.28,156.28,-0.443
14.28,156.29,-0.443
14.28,156.31,-0.443
14.28,156.33,-0.443
14.28,156.34,-0.443
14.29,156.36,-0.443
14.29,156.38,-0.443
14.29,156.39,-0.443
14.29,156.41,-0.443
14.29,156.43,-0.443
14.3,156.44,-0.443
14.3,156.46,-0.443
14.3,156.48,-0.443
14.3,156.49,-0.443
14.3,156.51,-0.443
14.3,156.53,-0.443
14.3,156.55,-0.443
14.31,156.56,-0.443
14.31,156.58,-0.443
14.31,156.59,-0.443
14.31,156.61,-0.443
14.31,156.63,-0.443
14.32,156.65,-0.443
14.32,156.66,-0.443
14.32,156.68,-0.443
14.32,156.69,-0.443
14.32,156.71,-0.443
14.32,156.73,-0.443
14.33,156.74,-0.443
14.33,156.76,-0.443
14.33,156.78,-0.443
14.33,156.79,-0.443
14.33,156.81,-0.443
14.33,156.83,-0.443
14.33,156.84,-0.443
14.34,156.86,-0.443
14.34,156.88,-0.443
14.34,156.89,-0.443
14.34,156.91,-0.443
14.34,156.93,-0.443
14.35,156.94,-0.443
14.35,156.96,-0.443
14.35,156.98,-0.443
14.35,156.99,-0.443
14.35,157.01,-0.443
14.35,157.03,-0.443
14.35,157.04,-0.444
14.36,157.06,-0.444
14.36,157.08,-0.444
14.36,157.09,-0.444
14.36,157.11,-0.444
14.36,157.13,-0.444
14.37,157.14,-0.444
14.37,157.16,-0.444
14.37,157.18,-0.444
14.37,157.19,-0.444
14.37,157.21,-0.444
14.37,157.23,-0.444
14.38,157.24,-0.444
14.38,157.26,-0.444
14.38,157.28,-0.444
14.38,157.29,-0.444
14.38,157.31,-0.444
14.38,157.33,-0.444
14.38,157.34,-0.444
14.39,157.36,-0.444
14.39,157.38,-0.444
14.39,157.39,-0.444
14.39,157.41,-0.444
14.39,157.43,-0.444
14.4,157.44,-0.444
14.4,157.46,-0.444
14.4,157.48,-0.444
14.4,157.49,-0.444
14.4,157.51,-0.444
14.4,157.53,-0.444
14.4,157.54,-0.444
14.41,157.56,-0.444
14.41,157.58,-0.444
14.41,157.59,-0.444
14.41,157.61,-0.444
14.41,157.63,-0.444
14.42,157.64,-0.444
14.42,157.66,-0.444
14.42,157.68,-0.444
14.42,157.7,-0.444
14.42,157.71,-0.444
14.42,157.73,-0.444
14.43,157.75,-0.444
14.43,157.76,-0.444
14.43,157.78,-0.444
14.43,157.79,-0.445
14.43,157.81,-0.445
14.43,157.83,-0.445
14.43,157.85,-0.445
14.44,157.86,-0.445
14.44,157.88,-0.445
14.44,157.89,-0.445
14.44,157.91,-0.445
14.44,157.93,-0.445
14.45,157.95,-0.445
14.45,157.96,-0.445
14.45,157.98,-0.445
14.45,157.99,-0.445
14.45,158.01,-0.445
14.45,158.03,-0.445
14.45,158.04,-0.445
14.46,158.06,-0.445
14.46,158.08,-0.445
14.46,158.1,-0.445
14.46,158.11,-0.445
14.46,158.13,-0.445
14.47,158.15,-0.445
14.47,158.16,-0.445
14.47,158.18,-0.445
14.47,158.19,-0.445
14.47,158.21,-0.445
14.47,158.23,-0.445
14.48,158.24,-0.445
14.48,158.26,-0.445
14.48,158.28,-0.445
14.48,158.3,-0.445
14.48,158.31,-0.445
14.48,158.33,-0.445
14.48,158.35,-0.445
14.49,158.36,-0.445
14.49,158.38,-0.445
14.49,158.4,-0.445
14.49,158.41,-0.445
14.49,158.43,-0.445
14.5,158.44,-0.445
14.5,158.46,-0.445
14.5,158.48,-0.445
14.5,158.49,-0.445
14.5,158.51,-0.445
14.5,158.53,-0.445
14.5,158.55,-0.445
14.51,158.56,-0.445
14.51,158.58,-0.445
14.51,158.6,-0.445
14.51,158.61,-0.445
14.51,158.63,-0.446
14.52,158.65,-0.446
14.52,158.66,-0.446
14.52,158.68,-0.446
14.52,158.69,-0.446
14.52,158.71,-0.446
14.52,158.73,-0.446
14.53,158.74,-0.446
14.53,158.76,-0.446
14.53,158.78,-0.446
14.53,158.79,-0.446
14.53,158.81,-0.446
14.53,158.83,-0.446
14.53,158.84,-0.446
14.54,158.86,-0.446
14.54,158.88,-0.446
14.54,158.89,-0.446
14.54,158.91,-0.446
14.54,158.93,-0.446
14.55,158.95,-0.446
14.55,158.96,-0.446
14.55,158.98,-0.446
14.55,158.99,-0.446
14.55,159.01,-0.446
14.55,159.03,-0.446
14.55,159.04,-0.446
14.56,159.06,-0.446
14.56,159.08,-0.446
14.56,159.1,-0.446
14.56,159.11,-0.446
14.56,159.13,-0.446
14.57,159.15,-0.446
14.57,159.16,-0.446
14.57,159.18,-0.446
14.57,159.2,-0.446
14.57,159.21,-0.446
14.57,159.23,-0.446
14.58,159.24,-0.446
14.58,159.26,-0.446
14.58,159.28,-0.446
14.58,159.3,-0.446
14.58,159.31,-0.446
14.58,159.33,-0.446
14.58,159.34,-0.446
14.59,159.36,-0.446
14.59,159.38,-0.446
14.59,159.39,-0.446
14.59,159.41,-0.446
14.59,159.43,-0.446
14.6,159.44,-0.446
14.6,159.46,-0.446
14.6,159.48,-0.446
14.6,159.5,-0.446
14.6,159.51,-0.446
14.6,159.53,-0.446
14.6,159.54,-0.446
14.61,159.56,-0.446
14.61,159.58,-0.446
14.61,159.6,-0.446
14.61,159.61,-0.446
14.61,159.63,-0.446
14.62,159.64,-0.446
14.62,159.66,-0.446
14.62,159.68,-0.446
14.62,159.69,-0.446
14.62,159.71,-0.446
14.62,159.73,-0.446
14.63,159.74,-0.446
14.63,159.76,-0.446
14.63,159.78,-0.446
14.63,159.8,-0.446
14.63,159.81,-0.446
14.63,159.83,-0.446
14.63,159.84,-0.446
14.64,159.86,-0.446
14.64,159.88,-0.446
14.64,159.89,-0.447
14.64,159.91,-0.447
14.64,159.93,-0.447
14.65,159.95,-0.447
14.65,159.96,-0.447
14.65,159.98,-0.447
14.65,160,-0.447
14.65,160.01,-0.447
14.65,160.03,-0.447
14.65,160.04,-0.447
14.66,160.06,-0.447
14.66,160.08,-0.447
14.66,160.1,-0.447
14.66,160.11,-0.447
14.66,160.13,-0.447
14.67,160.14,-0.447
14.67,160.16,-0.447
14.67,160.18,-0.447
14.67,160.2,-0.447
14.67,160.21,-0.447
14.67,160.23,-0.447
14.68,160.25,-0.447
14.68,160.26,-0.447
14.68,160.28,-0.447
14.68,160.29,-0.447
14.68,160.31,-0.447
14.68,160.33,-0.447
14.68,160.35,-0.447
14.69,160.36,-0.447
14.69,160.38,-0.447
14.69,160.4,-0.447
14.69,160.41,-0.447
14.69,160.43,-0.447
14.7,160.44,-0.447
14.7,160.46,-0.447
14.7,160.48,-0.447
14.7,160.5,-0.447
14.7,160.51,-0.447
14.7,160.53,-0.447
14.7,160.54,-0.447
14.71,160.56,-0.446
14.71,160.58,-0.446
14.71,160.59,-0.446
14.71,160.61,-0.446
14.71,160.63,-0.446
14.72,160.64,-0.446
14.72,160.66,-0.446
14.72,160.68,-0.446
14.72,160.7,-0.446
14.72,160.71,-0.446
14.72,160.73,-0.446
14.73,160.75,-0.446
14.73,160.76,-0.446
14.73,160.78,-0.446
14.73,160.8,-0.446
14.73,160.81,-0.446
14.73,160.83,-0.446
14.73,160.85,-0.446
14.74,160.86,-0.446
14.74,160.88,-0.446
14.74,160.9,-0.446
14.74,160.91,-0.446
14.74,160.93,-0.446
14.75,160.95,-0.446
14.75,160.96,-0.446
14.75,160.98,-0.446
14.75,161,-0.446
14.75,161.01,-0.446
14.75,161.03,-0.446
14.75,161.05,-0.446
14.76,161.06,-0.445
14.76,161.08,-0.445
14.76,161.1,-0.445
14.76,161.11,-0.445
14.76,161.13,-0.445
14.77,161.15,-0.445
14.77,161.16,-0.445
14.77,161.18,-0.445
14.77,161.2,-0.445
14.77,161.21,-0.445
14.77,161.23,-0.444
14.78,161.25,-0.444
14.78,161.26,-0.444
14.78,161.28,-0.444
14.78,161.3,-0.444
14.78,161.31,-0.443
14.78,161.33,-0.443
14.78,161.34,-0.443
14.79,161.36,-0.443
14.79,161.38,-0.443
14.79,161.4,-0.443
14.79,161.41,-0.443
14.79,161.43,-0.442
14.8,161.44,-0.442
14.8,161.46,-0.442
14.8,161.48,-0.442
14.8,161.5,-0.442
14.8,161.51,-0.442
14.8,161.53,-0.441
14.8,161.55,-0.441
14.81,161.56,-0.441
14.81,161.58,-0.441
14.81,161.6,-0.441
14.81,161.61,-0.441
14.81,161.63,-0.441
14.82,161.65,-0.441
14.82,161.66,-0.441
14.82,161.68,-0.441
14.82,161.69,-0.441
14.82,161.71,-0.441
14.82,161.73,-0.44
14.83,161.74,-0.44
14.83,161.76,-0.44
14.83,161.78,-0.44
14.83,161.8,-0.44
14.83,161.81,-0.44
14.83,161.83,-0.44
14.83,161.85,-0.44
14.84,161.86,-0.44
14.84,161.88,-0.44
14.84,161.9,-0.44
14.84,161.91,-0.44
14.84,161.93,-0.44
14.85,161.95,-0.44
14.85,161.96,-0.44
14.85,161.98,-0.44
14.85,162,-0.44
14.85,162.01,-0.44
14.85,162.03,-0.44
14.85,162.05,-0.44
14.86,162.06,-0.44
14.86,162.08,-0.44
14.86,162.1,-0.44
14.86,162.11,-0.44
14.86,162.13,-0.44
14.87,162.14,-0.44
14.87,162.16,-0.44
14.87,162.18,-0.44
14.87,162.19,-0.44
14.87,162.21,-0.44
14.87,162.23,-0.44
14.88,162.25,-0.44
14.88,162.26,-0.44
14.88,162.28,-0.44
14.88,162.29,-0.44
14.88,162.31,-0.44
14.88,162.33,-0.44
14.88,162.35,-0.44
14.89,162.36,-0.44
14.89,162.38,-0.44
14.89,162.4,-0.44
14.89,162.41,-0.44
14.89,162.43,-0.44
14.9,162.45,-0.44
14.9,162.46,-0.44
14.9,162.48,-0.44
14.9,162.5,-0.44
14.9,162.51,-0.44
14.9,162.53,-0.44
14.9,162.55,-0.44
14.91,162.56,-0.44
14.91,162.58,-0.44
14.91,162.6,-0.44
14.91,162.61,-0.44
14.91,162.63,-0.44
14.92,162.65,-0.44
14.92,162.66,-0.44
14.92,162.68,-0.44
14.92,162.7,-0.44
14.92,162.71,-0.44
14.92,162.73,-0.44
14.93,162.75,-0.44
14.93,162.76,-0.44
14.93,162.78,-0.441
14.93,162.8,-0.441
14.93,162.81,-0.441
14.93,162.83,-0.441
14.93,162.85,-0.441
14.94,162.86,-0.441
14.94,162.88,-0.441
14.94,162.9,-0.441
14.94,162.91,-0.441
14.94,162.93,-0.441
14.95,162.95,-0.441
14.95,162.96,-0.441
14.95,162.98,-0.441
14.95,163,-0.441
14.95,163.01,-0.441
14.95,163.03,-0.441
14.95,163.05,-0.441
14.96,163.06,-0.441
14.96,163.08,-0.441
14.96,163.1,-0.441
14.96,163.11,-0.441
14.96,163.13,-0.441
14.97,163.15,-0.441
14.97,163.16,-0.441
14.97,163.18,-0.441
14.97,163.2,-0.441
14.97,163.21,-0.441
14.97,163.23,-0.441
14.98,163.25,-0.441
14.98,163.26,-0.441
14.98,163.28,-0.441
14.98,163.3,-0.441
14.98,163.31,-0.441
14.98,163.33,-0.441
14.98,163.35,-0.441
14.99,163.36,-0.441
14.99,163.38,-0.441
14.99,163.4,-0.441
14.99,163.41,-0.441
14.99,163.43,-0.441
15,163.45,-0.441
15,163.46,-0.441
15,163.48,-0.441
15,163.5,-0.441
15,163.51,-0.441
15,163.53,-0.441
15,163.55,-0.441
15.01,163.56,-0.441
15.01,163.58,-0.442
15.01,163.6,-0.442
15.01,163.61,-0.442
15.01,163.63,-0.442
15.02,163.65,-0.442
15.02,163.66,-0.442
15.02,163.68,-0.442
15.02,163.7,-0.442
15.02,163.71,-0.442
15.02,163.73,-0.442
15.03,163.75,-0.442
15.03,163.76,-0.442
15.03,163.78,-0.442
15.03,163.8,-0.442
15.03,163.81,-0.442
15.03,163.83,-0.442
15.03,163.85,-0.442
15.04,163.86,-0.442
15.04,163.88,-0.442
15.04,163.9,-0.442
15.04,163.91,-0.442
15.04,163.93,-0.442
15.05,163.95,-0.442
15.05,163.96,-0.442
15.05,163.98,-0.442
15.05,164,-0.442
15.05,164.01,-0.442
15.05,164.03,-0.442
15.05,164.05,-0.442
15.06,164.06,-0.442
15.06,164.08,-0.442
15.06,164.1,-0.442
15.06,164.11,-0.442
15.06,164.13,-0.442
15.07,164.15,-0.442
15.07,164.16,-0.442
15.07,164.18,-0.442
15.07,164.2,-0.442
15.07,164.21,-0.442
15.07,164.23,-0.442
15.08,164.25,-0.442
15.08,164.26,-0.442
15.08,164.28,-0.442
15.08,164.3,-0.442
15.08,164.31,-0.442
15.08,164.33,-0.442
15.08,164.35,-0.442
15.09,164.36,-0.443
15.09,164.38,-0.443
15.09,164.4,-0.443
15.09,164.41,-0.443
15.09,164.43,-0.443
15.1,164.45,-0.443
15.1,164.46,-0.443
15.1,164.48,-0.443
15.1,164.5,-0.443
15.1,164.51,-0.443
15.1,164.53,-0.443
15.1,164.55,-0.443
15.11,164.56,-0.443
15.11,164.58,-0.443
15.11,164.6,-0.443
15.11,164.61,-0.443
15.11,164.63,-0.443
15.12,164.65,-0.443
15.12,164.66,-0.443
15.12,164.68,-0.443
15.12,164.7,-0.443
15.12,164.71,-0.443
15.12,164.73,-0.443
15.13,164.75,-0.443
15.13,164.76,-0.443
15.13,164.78,-0.443
15.13,164.8,-0.443
15.13,164.81,-0.443
15.13,164.83,-0.443
15.13,164.85,-0.443
15.14,164.86,-0.443
15.14,164.88,-0.443
15.14,164.9,-0.443
15.14,164.91,-0.443
15.14,164.93,-0.443
15.15,164.95,-0.443
15.15,164.96,-0.443
15.15,164.98,-0.443
15.15,165,-0.443
15.15,165.01,-0.443
15.15,165.03,-0.443
15.15,165.05,-0.443
15.16,165.06,-0.443
15.16,165.08,-0.443
15.16,165.1,-0.443
15.16,165.11,-0.443
15.16,165.13,-0.443
15.17,165.15,-0.443
15.17,165.17,-0.443
15.17,165.18,-0.443
15.17,165.2,-0.444
15.17,165.21,-0.444
15.17,165.23,-0.444
15.18,165.25,-0.444
15.18,165.26,-0.444
15.18,165.28,-0.444
15.18,165.3,-0.444
15.18,165.31,-0.444
15.18,165.33,-0.444
15.18,165.35,-0.444
15.19,165.36,-0.444
15.19,165.38,-0.444
15.19,165.4,-0.444
15.19,165.41,-0.444
15.19,165.43,-0.444
15.2,165.45,-0.444
15.2,165.46,-0.444
15.2,165.48,-0.444
15.2,165.5,-0.444
15.2,165.51,-0.444
15.2,165.53,-0.444
15.2,165.55,-0.444
15.21,165.57,-0.444
15.21,165.58,-0.444
15.21,165.6,-0.444
15.21,165.62,-0.444
15.21,165.63,-0.444
15.22,165.65,-0.444
15.22,165.66,-0.444
15.22,165.68,-0.444
15.22,165.7,-0.444
15.22,165.72,-0.444
15.22,165.73,-0.444
15.23,165.75,-0.444
15.23,165.77,-0.444
15.23,165.78,-0.444
15.23,165.8,-0.444
15.23,165.81,-0.444
15.23,165.83,-0.444
15.23,165.85,-0.444
15.24,165.86,-0.444
15.24,165.88,-0.444
15.24,165.9,-0.444
15.24,165.92,-0.444
15.24,165.93,-0.444
15.25,165.95,-0.444
15.25,165.96,-0.444
15.25,165.98,-0.444
15.25,166,-0.444
15.25,166.01,-0.444
15.25,166.03,-0.444
15.25,166.05,-0.444
15.26,166.07,-0.444
15.26,166.08,-0.444
15.26,166.1,-0.444
15.26,166.12,-0.445
15.26,166.13,-0.445
15.27,166.15,-0.445
15.27,166.16,-0.445
15.27,166.18,-0.445
15.27,166.2,-0.445
15.27,166.21,-0.445
15.27,166.23,-0.445
15.28,166.25,-0.445
15.28,166.27,-0.445
15.28,166.28,-0.445
15.28,166.3,-0.445
15.28,166.32,-0.445
15.28,166.33,-0.445
15.28,166.35,-0.445
15.29,166.37,-0.445
15.29,166.38,-0.445
15.29,166.4,-0.445
15.29,166.42,-0.445
15.29,166.43,-0.445
15.3,166.45,-0.445
15.3,166.46,-0.445
15.3,166.48,-0.445
15.3,166.5,-0.445
15.3,166.51,-0.445
15.3,166.53,-0.445
15.3,166.55,-0.445
15.31,166.56,-0.445
15.31,166.58,-0.445
15.31,166.6,-0.445
15.31,166.62,-0.445
15.31,166.63,-0.445
15.32,166.65,-0.445
15.32,166.67,-0.445
15.32,166.68,-0.445
15.32,166.7,-0.445
15.32,166.72,-0.445
15.32,166.73,-0.445
15.33,166.75,-0.445
15.33,166.77,-0.445
15.33,166.78,-0.445
15.33,166.8,-0.445
15.33,166.82,-0.445
15.33,166.83,-0.445
15.33,166.85,-0.445
15.34,166.87,-0.445
15.34,166.88,-0.445
15.34,166.9,-0.445
15.34,166.92,-0.445
15.34,166.93,-0.445
15.35,166.95,-0.445
15.35,166.97,-0.445
15.35,166.98,-0.445
15.35,167,-0.445
15.35,167.02,-0.445
15.35,167.03,-0.445
15.35,167.05,-0.445
15.36,167.07,-0.445
15.36,167.08,-0.445
15.36,167.1,-0.445
15.36,167.12,-0.445
15.36,167.13,-0.445
15.37,167.15,-0.445
15.37,167.17,-0.445
15.37,167.18,-0.445
15.37,167.2,-0.445
15.37,167.22,-0.445
15.37,167.23,-0.446
15.38,167.25,-0.446
15.38,167.27,-0.446
15.38,167.28,-0.446
15.38,167.3,-0.446
15.38,167.32,-0.446
15.38,167.33,-0.446
15.38,167.35,-0.446
15.39,167.37,-0.446
15.39,167.38,-0.446
15.39,167.4,-0.446
15.39,167.42,-0.446
15.39,167.43,-0.446
15.4,167.45,-0.446
15.4,167.47,-0.446
15.4,167.48,-0.446
15.4,167.5,-0.446
15.4,167.52,-0.446
15.4,167.53,-0.446
15.4,167.55,-0.446
15.41,167.57,-0.446
15.41,167.58,-0.446
15.41,167.6,-0.446
15.41,167.62,-0.446
15.41,167.63,-0.446
15.42,167.65,-0.446
15.42,167.67,-0.446
15.42,167.68,-0.446
15.42,167.7,-0.446
15.42,167.72,-0.446
15.42,167.73,-0.446
15.43,167.75,-0.446
15.43,167.77,-0.446
15.43,167.78,-0.446
15.43,167.8,-0.446
15.43,167.82,-0.446
15.43,167.83,-0.446
15.43,167.85,-0.446
15.44,167.87,-0.446
15.44,167.88,-0.446
15.44,167.9,-0.446
15.44,167.92,-0.446
15.44,167.93,-0.446
15.45,167.95,-0.446
15.45,167.97,-0.446
15.45,167.98,-0.446
15.45,168,-0.446
15.45,168.02,-0.446
15.45,168.03,-0.446
15.45,168.05,-0.446
15.46,168.07,-0.446
15.46,168.08,-0.446
15.46,168.1,-0.446
15.46,168.12,-0.446
15.46,168.13,-0.446
15.47,168.15,-0.446
15.47,168.17,-0.446
15.47,168.18,-0.446
15.47,168.2,-0.446
15.47,168.22,-0.446
15.47,168.23,-0.446
15.48,168.25,-0.446
15.48,168.27,-0.446
15.48,168.28,-0.446
15.48,168.3,-0.446
15.48,168.32,-0.446
15.48,168.33,-0.446
15.48,168.35,-0.446
15.49,168.37,-0.446
15.49,168.38,-0.446
15.49,168.4,-0.446
15.49,168.42,-0.446
15.49,168.43,-0.446
15.5,168.45,-0.446
15.5,168.47,-0.446
15.5,168.48,-0.446
15.5,168.5,-0.446
15.5,168.52,-0.447
15.5,168.53,-0.447
15.5,168.55,-0.447
15.51,168.57,-0.447
15.51,168.58,-0.447
15.51,168.6,-0.447
15.51,168.62,-0.447
15.51,168.63,-0.447
15.52,168.65,-0.447
15.52,168.67,-0.447
